,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Total Bsmt SF,1st Flr SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area,SalePrice,Garage Car Means,Exter Qual Means,Foundation Means,Bsmt Qual Means,Garage Finish Means,Interaction,Overall Qual Projections,Neighborhood Projections,TotRms AbvGrd Projections,Neighborhood * Total Rooms Projections,Neighborhood * Overall Quality Projections,Overall Quality * Total Rooms Projections
1718,70.0,7945,5,1959,1959,1150.0,1150,1150,6,1959.0,1.0,300.0,141000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1776.6632138903515,126869.75201254331,132580.62534157286,125293.30090756703,16611464185.435095,16820471058.753263,15895930014.975996
1719,134.0,16659,8,2007,2008,1582.0,1582,2152,7,2007.0,2.0,728.0,260116,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2544.4785384669212,287948.81719901157,288085.9598145712,289262.652928976,83332509007.55324,82954011380.24776,83292838770.74684
1720,50.0,9340,4,1941,1950,672.0,672,672,4,1941.0,1.0,234.0,113000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1474.3728726538313,61660.038568334145,74535.76499520536,84101.10914007378,6268540506.700657,4595878144.324653,5185677633.216628
1721,0.0,11454,8,1995,1995,1401.0,1511,1511,6,1995.0,3.0,811.0,225000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2427.3010563836833,218712.182081083,244910.44801337703,242592.98585603468,59413556850.90429,53564898499.461334,53058041294.13865
1722,80.0,8480,5,1945,1950,793.0,793,793,4,1945.0,1.0,240.0,113000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1683.0701204170518,93998.913853264,116141.08920738903,112322.46548646195,13045253484.057053,10917136239.22961,10558189757.048157
1723,65.0,6305,6,1975,1975,1008.0,1096,1096,5,1975.0,1.0,352.0,125200,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1916.3607628712546,118459.11253935858,145524.57408182108,149189.0701071699,21710675885.008842,17238711898.40067,17672804845.467495
1724,82.0,9709,8,2007,2007,918.0,958,2100,8,2007.0,3.0,786.0,319500,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2740.745438457547,403917.000665567,362296.40396337927,340678.57232466637,123426621660.60464,146337676840.8088,137605867124.40668
1725,60.0,10930,5,1945,1950,913.0,1048,1558,6,1962.0,1.0,288.0,140000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1853.143631154494,153730.44573414754,146014.33648960764,139081.50728583836,20307894004.31622,22446849032.123184,21381062108.42902
1726,0.0,50102,6,1958,1958,1632.0,1650,1650,6,1958.0,2.0,518.0,250764,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2091.4960499599983,186489.40192284764,174371.8370146646,182052.66851656162,31744858242.654644,32518499597.05307,33950893270.11201
1727,74.0,8899,8,2007,2007,948.0,948,2088,10,2007.0,3.0,656.0,250000,309382.74524714827,374460.3086419753,227676.4838012959,202537.58217592593,239800.66404715128,2633.789756105577,340720.11828562256,321855.4091142344,331773.4748421897,106783087478.5841,109662613064.26938,113041897592.2629
1728,65.0,10237,6,2005,2006,768.0,768,1536,6,2005.0,2.0,400.0,176000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2154.486093655369,210957.52009656152,182703.0912460044,193408.77447566576,35336380970.80545,38542591043.23289,40801035428.3016
1729,80.0,9736,6,1957,1969,1331.0,1721,1721,8,1957.0,2.0,464.0,174850,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,2039.7978526328386,166407.53616503917,178799.96953919358,166155.9905908486,29708686056.398266,29753662397.401257,27649609013.28455
1730,24.0,2364,6,1978,1978,804.0,804,1548,7,1978.0,2.0,440.0,147000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2073.494214275607,179496.69296395808,146608.87642006946,172384.7040069784,25273127766.46935,26315808476.56408,30942484286.823395
1731,55.0,7892,6,1979,1979,918.0,918,918,5,1979.0,1.0,264.0,99500,126870.46666666666,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,1926.1186618265544,122249.51195422647,131352.9929091992,151016.99347362318,19836534072.90941,16057839276.876574,18461753748.945038
1732,95.0,12350,9,2009,2009,1365.0,1365,2690,8,2009.0,3.0,864.0,398800,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,204792.03626943004,2853.2805604170258,421379.23542360985,404847.03977284115,368697.67163719295,149266160933.45657,170594136082.99158,155361542976.94553
1733,62.0,7917,6,1999,2000,953.0,953,1647,7,1999.0,2.0,460.0,175000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,204792.03626943004,2090.9826468317274,186289.97344691196,171036.47063948005,176724.57695398064,30226347917.46404,31862379573.882275,32922016748.1738
1734,60.0,7200,5,1954,1954,825.0,825,825,4,1954.0,1.0,350.0,109500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1693.0296048974433,97496.78522769609,117890.46300108619,113669.24970886981,13400520477.164743,11493941151.610552,11082386425.859037
1735,0.0,12155,6,1970,1970,1657.0,1657,1657,7,1970.0,2.0,484.0,163500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,2092.6903717952664,186953.3293324572,188090.48925309535,177148.36046610505,33319921790.453392,35164143181.63693,33118475774.924576
1736,0.0,7446,4,1941,1950,788.0,788,788,4,1946.1899845121322,0.0,0.0,100000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1510.3780024217494,76997.59684707542,86239.4492715089,88969.94956978183,7672719452.611906,6640230347.321454,6850472308.478693
1737,105.0,11025,8,1992,1993,1334.0,1520,2826,9,1992.0,3.0,888.0,334000,309382.74524714827,230802.4849354376,227676.4838012959,329506.6195652174,204792.03626943004,2739.7188858745244,403310.44174864446,384778.2851816495,352885.563826295,135782702114.44131,155185100171.89694,142322432633.5025
1738,65.0,7832,5,1968,1968,864.0,864,864,4,1969.0,1.0,280.0,137250,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1704.6586330154757,101581.01716225229,123587.1607787814,115241.80013777394,14242406882.063261,12554109500.103426,11706379277.604063
1739,134.0,19378,7,2005,2006,1392.0,1392,2462,9,2006.0,2.0,576.0,320000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2450.288789669257,278607.67057312885,237046.87888898153,275221.8619359084,65240483373.92127,66043078743.88974,76678921844.76271
1740,0.0,9830,5,1959,2006,1063.0,1287,1287,7,1997.0,2.0,576.0,162000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1805.0105038175363,136825.6060704764,137559.79933582796,105758.65344534592,14548139145.969154,18821702915.05778,14470491854.856934
1741,0.0,4403,7,2009,2009,1470.0,1478,1478,7,2009.0,2.0,484.0,222000,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2474.802499079254,289581.274512651,256780.5806897852,271972.0720022721,69837146580.1475,74358847826.24663,78758019242.26445
1742,0.0,8174,7,2003,2003,698.0,698,1342,7,2003.0,2.0,393.0,178000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2259.9941076542505,193421.93073653107,202086.63705086845,218665.91527593948,44189459455.76473,39087987514.43157,42294783518.94294
1743,60.0,7200,5,1940,1992,788.0,804,804,4,1940.0,1.0,240.0,119000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1686.53825924216,95216.95917908246,99869.5167399757,112791.44906286812,11264427510.310225,9509271698.664959,10739658801.168673
1744,69.0,7590,5,1962,1962,864.0,876,1812,8,1962.0,1.0,264.0,169500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1891.1901546718434,167092.7684296655,152697.17146099338,129155.50776136905,19721680713.769432,25514593110.796696,21580951349.786304
1745,0.0,8795,7,2000,2000,952.0,980,2256,8,2000.0,2.0,554.0,236000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2422.882798452947,266339.33173677325,232011.95058415463,261536.83663402835,60679671617.07031,61793907873.52901,69657546293.65675
1746,44.0,3843,8,2007,2008,1596.0,1648,1648,5,2007.0,2.0,525.0,294464,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2653.9590941636798,352637.5709810733,331143.03245103004,287361.5630795526,95157779408.031,116773474610.83797,101334483597.6979
1747,85.0,11075,6,1969,1969,952.0,1092,2112,9,1969.0,2.0,576.0,206900,184125.95686619717,143270.97834803528,148415.5307068366,107077.42608695652,140718.148409894,2048.4110776345683,169753.29360280704,180312.87416060333,167384.73223493478,30181622159.88408,30608704267.750896,28414109595.704124
1748,76.0,10142,7,2004,2004,956.0,956,2084,8,2004.0,2.0,618.0,233000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2398.010824014473,255205.34984456634,238273.89357056457,255344.1893097454,60841854187.45236,60808772367.5029,65165203163.57075
1749,56.0,7741,6,1924,1950,1032.0,1032,1032,5,1995.0,1.0,280.0,108000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1899.9049403841514,112066.94346566589,134891.3922958595,146106.4410928526,19708501262.407864,15116866034.425045,16373702273.922354
1750,65.0,8139,6,1995,1996,680.0,680,1470,7,1995.0,2.0,420.0,165000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,239800.66404715128,2058.909305787998,173831.2696130318,165144.073923125,168765.36021634654,27870599123.23115,28707204039.125195,29336696833.108166
1751,45.0,8982,5,1977,1977,1040.0,1040,1040,5,1977.0,2.0,748.0,134900,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,1805.9355921689425,137150.5064274753,119862.72794958248,128503.39271944495,15402767202.129187,16439233840.063936,17624305389.120617
1752,51.0,6120,5,1939,1950,884.0,884,884,5,1939.0,1.0,240.0,113000,126870.46666666666,230802.4849354376,129050.19004524886,139988.4611048478,140718.148409894,1779.1140982084626,127730.5272981762,122576.73239002087,123478.98779804341,15135650843.11142,15656790662.664799,15772036221.68915
1753,70.0,16561,5,1996,1996,1097.0,1097,1097,6,1996.0,1.0,242.0,147900,126870.46666666666,143270.97834803528,227676.4838012959,202537.58217592593,140718.148409894,1819.7917645982254,142016.93390120723,122658.84880752077,133068.69465185184,16322052898.315643,17419633623.49585,18898008012.69197
1754,56.0,4060,5,1922,1950,864.0,864,864,4,1927.1899845121322,0.0,0.0,99900,105669.15044247788,143270.97834803528,227676.4838012959,107077.42608695652,106065.99122807017,1666.1030025061962,88039.89095766698,105330.03308600344,110028.06493319395,11589259719.802254,9273244627.459198,9686858839.001497
1755,24.0,2308,6,1975,1975,855.0,855,1456,7,1975.0,2.0,460.0,143000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2056.2098282094535,172782.67315993906,143597.47275778805,168095.4665779904,24138084182.640648,24811155202.102146,29043984061.412373
1756,52.0,6240,6,1934,1950,816.0,816,1176,6,1985.0,2.0,528.0,114500,184125.95686619717,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,1935.630121836883,125944.18358618754,143740.12336107783,153952.5134549087,22129153275.756573,18103232485.28883,19389423618.12003
1757,0.0,8789,5,1967,1967,912.0,941,941,6,1967.0,1.0,288.0,129200,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1726.1538108653647,109130.34036642862,127035.91726284752,116187.25653876465,14759954708.655745,13863472889.656015,12679554852.316944
1758,64.0,5587,8,2008,2008,1600.0,1652,1652,5,2008.0,2.0,482.0,392500,184125.95686619717,374460.3086419753,227676.4838012959,329506.6195652174,239800.66404715128,2654.8270763619585,353150.43544686196,331348.13352398004,287524.16006371554,95270593780.16223,117015737638.4985,101539282327.99438
1759,66.0,9042,7,1941,2006,1152.0,1188,2340,9,1941.0,1.0,252.0,266500,126870.46666666666,374460.3086419753,143235.2,139988.4611048478,204792.03626943004,2453.2687038307786,279941.6342436363,283720.61472211394,276021.4718179962,78312981660.70453,79425212553.91766,77269901907.06364
1760,57.0,8923,7,1998,1998,384.0,751,1382,7,1998.0,2.0,396.0,177500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2269.2030473329073,197544.3283323563,203778.4697118203,220951.17600778205,45025092527.89289,40255280927.816956,43647651658.701546
1761,75.0,12518,5,1968,1968,1008.0,1008,1008,6,1968.0,1.0,384.0,139500,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1743.4732469290757,115213.10094985395,137469.999166291,119309.67620309466,16401501088.169872,15838344891.522224,13746037768.681532
1762,85.0,11069,6,2007,2007,608.0,608,1396,6,2007.0,2.0,440.0,170000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2126.443495802255,200064.535143475,184539.95674829776,188353.13879253136,34758680086.17986,36919900662.24517,37682783155.34222
1763,80.0,8800,6,1964,1997,845.0,845,2154,8,1964.0,2.0,539.0,224500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2101.201774907556,190259.53464615374,189585.50895833678,181444.39625866734,34399228212.337585,36070450710.06737,34521526396.32637
1764,96.0,13262,8,2003,2004,1082.0,1105,2400,10,2003.0,3.0,730.0,290000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2580.6245659834435,309306.4131605488,301753.1281264173,315911.75243755634,95327359509.93095,93334177720.75764,97713531021.7238
1765,0.0,7758,7,1931,1950,1040.0,1226,1818,7,1951.0,1.0,240.0,169500,126870.46666666666,143270.97834803528,227676.4838012959,139988.4611048478,140718.148409894,2195.803197446506,164686.7600059055,163660.86971231506,202736.50629316884,33180032942.376247,26952778372.6698,33388018356.33885
1766,43.0,12118,7,2004,2005,1710.0,1710,1710,7,2004.0,2.0,550.0,240000,184125.95686619717,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2429.0228457187927,269087.93439573504,241167.7591327852,260611.5410624837,62851101362.18103,64895334147.889336,70127421264.19302
1767,80.0,9600,5,1955,1955,1078.0,1150,1150,6,1955.0,1.0,288.0,144000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1776.6632138903515,126869.75201254331,132580.62534157286,125293.30090756703,16611464185.435095,16820471058.753263,15895930014.975996
1768,100.0,9500,6,1964,1978,816.0,1127,1977,9,1964.0,2.0,540.0,165000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2077.739935555367,181145.91884016513,185464.45962134958,175254.63833043282,32503506794.088783,33596129950.304073,31746662491.367077
1769,50.0,7175,6,1990,1991,1332.0,1332,1332,5,1990.0,2.0,542.0,145000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2112.6740237241197,194715.86334977337,173622.53861390494,185963.95354277806,32287533704.77541,33807062503.185863,36210131766.01918
1770,0.0,11200,5,1964,1964,1250.0,1298,1298,5,1964.0,2.0,504.0,114000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1807.1541064151995,137578.46091746038,127984.61278936818,128731.65401557977,16475670892.91889,17607926048.67839,17710702830.82247
1771,110.0,14226,8,2006,2006,1935.0,1973,1973,9,2006.0,3.0,895.0,395000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2515.700369003861,270944.66603402555,277204.65105723427,292773.95988366014,81158303388.19472,75107121603.78093,79325542784.13748
1772,24.0,2760,6,1973,1973,525.0,525,1092,6,1973.0,2.0,440.0,105500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1915.360751737855,118070.66399810367,112640.2533220652,150298.26746514483,16929634921.141424,13299509502.65084,17745816237.374233
1773,85.0,11050,8,1998,1999,1049.0,1036,1916,8,1998.0,3.0,741.0,254900,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,140718.148409894,2505.985951994013,265204.71042193554,252809.37008973595,282227.93708078214,71349866995.11816,67046235786.60036,74848178326.48907
1774,60.0,7200,5,1950,1950,864.0,1238,1238,6,1950.0,1.0,357.0,102000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1795.2338400682668,133391.94318025885,135842.53782631567,128641.29030765721,17474959344.643982,18120300087.190063,17159711687.354195
1775,79.0,12420,7,2001,2001,944.0,944,1840,6,2001.0,2.0,622.0,230000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2358.9587635684948,237723.6282010163,231460.61924065513,230271.95425855316,53298889126.44053,55023658191.5425,54741084439.28172
1776,51.0,6120,5,1920,2004,939.0,939,1513,8,1933.0,1.0,180.0,137500,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1845.7607411127365,151137.5003072545,131588.39092819148,117844.45012835028,15506961572.20712,19887940474.340664,17810715617.481777
1777,55.0,7111,5,1928,1983,1008.0,1143,1143,5,1992.0,1.0,288.0,138000,126870.46666666666,230802.4849354376,129050.19004524886,139988.4611048478,140718.148409894,1846.4179180316019,151368.30746770167,131677.2514278942,136086.84789885534,17919542086.80717,19931762680.639347,20599235835.064285
1778,66.0,19255,6,1983,1983,520.0,1338,1338,5,1983.0,2.0,576.0,156500,184125.95686619717,230802.4849354376,148415.5307068366,202537.58217592593,140718.148409894,2113.9926930676484,195228.09282980917,173921.32152487955,186210.97664854125,32386059141.152782,33954327903.74227,36353613835.07084
1779,70.0,8120,4,1970,1970,864.0,864,864,5,1994.0,2.0,463.0,124500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1531.2000739224204,85867.43670556747,89465.26277195953,77037.85944245645,6892212338.40865,7682152788.418197,6615043519.6075325
1780,92.0,11952,7,1977,1977,808.0,1161,1969,8,1977.0,2.0,534.0,190000,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,204792.03626943004,2288.3061984119345,206095.88658214963,226199.30110814475,228029.8296122645,51580188090.10356,46618745506.14571,46996009901.116165
1781,43.0,3182,7,2007,2007,1266.0,1266,1266,6,2007.0,2.0,388.0,159895,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2241.715622831517,185239.5357466712,170430.06145681525,209134.87526832015,35642869644.743195,31570385461.537098,38740047203.14161
1782,51.0,9842,5,1921,1998,612.0,990,2601,8,1998.0,2.0,621.0,189000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,204792.03626943004,1982.2611954002605,199077.83623421396,142792.8400278468,151830.46016941362,21680302610.325443,28426889622.482,30226079484.97187
1783,0.0,8020,5,1964,1964,912.0,912,912,6,1969.1899845121322,0.0,0.0,124000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1718.271839193289,106362.11243855553,125771.30800484889,114766.26204148147,14434302891.784365,13377302003.555937,12206782067.40878
1784,0.0,11341,5,1957,1996,1392.0,1392,1392,5,1957.0,2.0,528.0,121500,184125.95686619717,143270.97834803528,148415.5307068366,202537.58217592593,140718.148409894,1881.64571028814,163740.66332218278,151983.54505634465,142685.9841380469,21685921699.15373,24885886481.582726,23363497689.542248
1785,76.0,12436,5,1957,1957,1824.0,1824,1824,9,1958.0,2.0,484.0,146000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1892.8530523513798,167676.7948622898,152989.25782629754,125643.35060030813,19222082959.150436,25652748400.674057,21067474324.41862
1786,75.0,12192,7,2000,2001,928.0,928,1823,6,2000.0,2.0,626.0,235000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2356.047896498965,236420.5735793201,230873.21776529556,229747.1710875125,53042468661.44789,54583178568.17445,54316957966.73589
1787,44.0,3842,8,2004,2005,1594.0,1646,1646,5,2004.0,2.0,525.0,300000,184125.95686619717,230802.4849354376,227676.4838012959,329506.6195652174,239800.66404715128,2553.4639998459115,293258.0549450613,307396.4029560216,268536.06263536063,82547019718.08278,90146471227.99118,78750363411.05101
1788,21.0,1936,4,1970,1970,546.0,546,1092,5,1975.1899845121322,0.0,0.0,90500,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1584.170888533434,108432.08128276149,86635.52447640541,86960.75270166036,7533890419.171333,9394070232.000263,9429335405.356556
1789,74.0,13101,5,1965,1965,1728.0,1728,1728,10,1987.0,2.0,576.0,142600,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1879.2321816657927,162893.0077335725,150596.76509521122,106652.81305987411,16061568635.121336,24531160021.305244,17372997502.569336
1790,67.0,9808,7,2002,2002,1573.0,1573,1573,6,2002.0,2.0,544.0,227000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2309.794205196017,215715.0295667737,221539.40558383838,221408.3640535594,49050677363.71564,47789379425.72317,47761111798.14456
1791,0.0,8145,7,1940,1950,920.0,1240,2480,13,1940.0,2.0,400.0,205000,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2286.5996482788346,205331.9464966096,244337.31609103622,205000.0,50089149798.66242,50170256714.729836,42093049031.80497
1792,73.0,17227,8,1999,2000,1341.0,1341,1341,5,1999.0,2.0,482.0,246900,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2387.756980994455,195346.78226087708,237271.98575093292,237494.57172307972,56350808637.80248,46350318937.09342,46393800390.52871
1793,60.0,5280,4,1895,1950,173.0,825,1361,6,1895.0,1.0,185.0,89000,126870.46666666666,143270.97834803528,143235.2,89000.0,140718.148409894,1571.532708144664,103048.43652159964,89182.28769360587,88311.52375627017,7875823718.292396,9190095312.24558,9100364449.923744
1794,89.0,11792,4,1948,1950,744.0,792,1120,5,1956.0,2.0,480.0,64000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1589.8981035791248,110871.77515706152,93090.56874516467,88033.61790088803,8195099559.088176,10321116607.156876,9760443490.169924
1795,40.0,3876,8,1978,1978,1226.0,1226,1226,4,1978.0,2.0,484.0,170000,184125.95686619717,230802.4849354376,148415.5307068366,202537.58217592593,239800.66404715128,2358.054267568536,177796.3459917151,188666.66666666666,203598.07333030444,38412169834.9841,33544243943.770245,36198993489.08139
1796,107.0,13891,9,2008,2009,1734.0,1734,2822,12,2009.0,3.0,1020.0,582933,309382.74524714827,374460.3086419753,227676.4838012959,329506.6195652174,204792.03626943004,2983.0682502631466,534442.4459181759,453921.0410893566,462294.37578145845,209845144344.47385,242594671453.52054,247069736926.85898
1797,50.0,6000,6,1925,1980,1103.0,1103,1103,5,1976.0,2.0,440.0,110500,184125.95686619717,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,1918.102040167362,119135.50163444177,137878.25304035173,149515.25932798578,20614902759.017834,16426194840.442799,17812575422.043236
1798,80.0,8240,6,1960,1960,1179.0,1179,1179,5,1960.0,2.0,622.0,110000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,1936.326989612479,126214.87784331807,148731.40098745335,152929.29457222918,22745388233.75059,18772115607.09698,19301952233.09871
1799,50.0,9405,5,1947,2008,698.0,698,698,4,1952.1899845121322,0.0,0.0,118000,105669.15044247788,143270.97834803528,148415.5307068366,139988.4611048478,106065.99122807017,1650.9485806789858,82717.50520468627,102896.04251359054,107978.78856183321,11110590018.424393,8511303932.159545,8931736004.859156
1800,85.0,10625,7,2003,2004,998.0,1006,2046,8,2003.0,3.0,871.0,284000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2392.239441707783,252621.7806850431,230522.8608516354,253907.22517618415,58531419938.51435,58235095596.95055,64142495352.80585
1801,70.0,9247,6,1962,1962,858.0,858,1716,8,1962.0,2.0,490.0,171000,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,239800.66404715128,2039.0018278109656,166098.32492675216,178660.14855094274,165957.7955904706,29650044413.38047,29675151405.476295,27565311856.113503
1802,96.0,10628,7,2004,2004,835.0,871,1812,8,2004.0,2.0,478.0,193000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2354.1499016728953,235570.93294957277,228335.9253304136,244423.65607861598,55810701683.35355,53789306955.98952,57579108697.38508
1803,0.0,11000,5,1976,2003,1090.0,1178,1178,6,1976.0,2.0,502.0,135000,184125.95686619717,143270.97834803528,227676.4838012959,202537.58217592593,140718.148409894,1838.2921875775778,148514.4689977044,151812.52341983028,136404.02752854917,20707839623.737045,22546356302.897655,20257971717.55073
1804,54.0,9399,7,1919,1950,818.0,818,1636,7,1919.0,1.0,288.0,167000,126870.46666666666,143270.97834803528,129050.19004524886,139988.4611048478,140718.148409894,2164.963364233074,150881.25592715084,215595.09946849226,195083.39287528303,42059023491.597595,32529259379.545124,29434427327.552494
1805,60.0,7200,4,1950,1950,576.0,864,864,5,1952.0,1.0,528.0,105000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,1531.2000739224204,85867.43670556747,74372.40272841942,77037.85944245645,5729490707.78974,6386167583.923528,6615043519.6075325
1806,78.0,10264,7,1999,1999,1588.0,1588,1588,6,1999.0,2.0,472.0,214000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2312.7702511895686,217047.2616452741,222139.95990857866,221944.89795096993,49302830732.74204,48214870000.14797,48172532336.39783
1807,0.0,13215,8,2004,2004,1420.0,1426,1914,9,2004.0,3.0,746.0,279000,309382.74524714827,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2505.6398719295144,265000.2221642834,273400.67822085327,290074.39457965305,79306536212.58055,72451240468.39188,76869779007.77806
1808,81.0,10530,6,1975,2000,675.0,1109,1875,8,1975.0,2.0,485.0,184500,184125.95686619717,143270.97834803528,148415.5307068366,139988.4611048478,204792.03626943004,2063.2462655691065,175515.93655741436,176713.36883890835,171994.19824853435,30393674193.245575,31016012433.976803,30187722788.033104
1809,50.0,6000,3,1948,2002,649.0,679,1183,6,1981.0,1.0,308.0,120000,126870.46666666666,143270.97834803528,148415.5307068366,139988.4611048478,140718.148409894,1380.1271656093656,99208.88285001292,49575.388656272495,53804.139816315714,2667361142.710277,4918318925.443997,5337848603.882581
1810,70.0,7703,6,1992,1992,816.0,833,1730,6,1992.0,2.0,528.0,171500,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2189.3881488840657,224515.0215958659,191004.355928946,199701.06154383163,38143772638.50636,42883347096.29176,44835888145.230705
1811,35.0,4251,7,2006,2007,625.0,625,1250,5,2006.0,2.0,528.0,164700,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,204792.03626943004,2237.727996841204,183454.46815266623,185165.57411100835,209390.00873925939,38771821181.31402,33969451918.71814,38413532689.742966
1812,88.0,12128,6,1989,1989,868.0,1313,2559,9,1989.0,2.0,506.0,209000,184125.95686619717,230802.4849354376,148415.5307068366,202537.58217592593,204792.03626943004,2304.2852561709233,269146.1384197986,217037.6389093999,236044.26759024028,51230490515.88433,58414842404.21561,63530403118.042786
1813,0.0,3072,7,2004,2004,1365.0,1548,1548,7,2004.0,2.0,388.0,225000,184125.95686619717,230802.4849354376,227676.4838012959,202537.58217592593,239800.66404715128,2304.770529249101,213466.1724378938,197730.01264505996,229777.48746055207,45433905501.12507,42208668975.437294,49049720760.60019
